Copyright 1986-2018 Xilinx, Inc. All Rights Reserved.
-----------------------------------------------------------------------------------------------------------------------------------------------------------
| Tool Version : Vivado v.2018.3 (lin64) Build 2405991 Thu Dec  6 23:36:41 MST 2018
| Date         : Mon Jun 24 20:15:44 2019
| Host         : T3 running 64-bit Ubuntu 18.04.2 LTS
| Command      : report_utilization -hierarchical_percentages -hierarchical -file /home/klara/magisterka/seriaPomiarow/200/200_hierarchical_percentage.txt
| Design       : main
| Device       : xcvu9pflga2104-3
| Design State : Routed
-----------------------------------------------------------------------------------------------------------------------------------------------------------

Utilization Design Information

Table of Contents
-----------------
1. Utilization by Hierarchy

1. Utilization by Hierarchy
---------------------------

+------------------------------------------+-----------------------------------+------------------+------------------+--------------+--------------+------------------+--------------+---------------+--------------+--------------+
|                 Instance                 |               Module              |    Total LUTs    |    Logic LUTs    |    LUTRAMs   |     SRLs     |        FFs       |    RAMB36    |     RAMB18    |     URAM     | DSP48 Blocks |
+------------------------------------------+-----------------------------------+------------------+------------------+--------------+--------------+------------------+--------------+---------------+--------------+--------------+
| main                                     |                             (top) | 10512(0,894160%) | 10512(0,894160%) | 0(0,005000%) | 0(0,005000%) | 10300(0,440614%) | 0(0,005000%) | 10(0,236481%) | 0(0,005000%) | 0(0,005000%) |
|   (main)                                 |                             (top) |     0(0,005000%) |     0(0,005000%) | 0(0,005000%) | 0(0,005000%) |     0(0,005000%) | 0(0,005000%) |  0(0,005000%) | 0(0,005000%) | 0(0,005000%) |
|   ARRAY_OF_TCAM_INST                     |                     array_of_tcam |  5669(0,484513%) |  5669(0,484513%) | 0(0,005000%) | 0(0,005000%) |  2000(0,089585%) | 0(0,005000%) |  0(0,005000%) | 0(0,005000%) | 0(0,005000%) |
|     GEN_TCAM_MEMORIES[0].TCAM_INST       |                              tcam |   587(0,054652%) |   587(0,054652%) | 0(0,005000%) | 0(0,005000%) |   200(0,015000%) | 0(0,005000%) |  0(0,005000%) | 0(0,005000%) | 0(0,005000%) |
|     GEN_TCAM_MEMORIES[1].TCAM_INST       |                           tcam__1 |   580(0,054059%) |   580(0,054059%) | 0(0,005000%) | 0(0,005000%) |   200(0,015000%) | 0(0,005000%) |  0(0,005000%) | 0(0,005000%) | 0(0,005000%) |
|     GEN_TCAM_MEMORIES[2].TCAM_INST       |                           tcam__2 |   581(0,054144%) |   581(0,054144%) | 0(0,005000%) | 0(0,005000%) |   200(0,015000%) | 0(0,005000%) |  0(0,005000%) | 0(0,005000%) | 0(0,005000%) |
|     GEN_TCAM_MEMORIES[3].TCAM_INST       |                           tcam__3 |   577(0,053806%) |   577(0,053806%) | 0(0,005000%) | 0(0,005000%) |   200(0,015000%) | 0(0,005000%) |  0(0,005000%) | 0(0,005000%) | 0(0,005000%) |
|     GEN_TCAM_MEMORIES[4].TCAM_INST       |                           tcam__4 |   586(0,054567%) |   586(0,054567%) | 0(0,005000%) | 0(0,005000%) |   200(0,015000%) | 0(0,005000%) |  0(0,005000%) | 0(0,005000%) | 0(0,005000%) |
|     GEN_TCAM_MEMORIES[5].TCAM_INST       |                           tcam__5 |   593(0,055159%) |   593(0,055159%) | 0(0,005000%) | 0(0,005000%) |   200(0,015000%) | 0(0,005000%) |  0(0,005000%) | 0(0,005000%) | 0(0,005000%) |
|     GEN_TCAM_MEMORIES[6].TCAM_INST       |                           tcam__6 |   555(0,051945%) |   555(0,051945%) | 0(0,005000%) | 0(0,005000%) |   200(0,015000%) | 0(0,005000%) |  0(0,005000%) | 0(0,005000%) | 0(0,005000%) |
|     GEN_TCAM_MEMORIES[7].TCAM_INST       |                           tcam__7 |   557(0,052114%) |   557(0,052114%) | 0(0,005000%) | 0(0,005000%) |   200(0,015000%) | 0(0,005000%) |  0(0,005000%) | 0(0,005000%) | 0(0,005000%) |
